UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
483753, 4,"R",38,"Z",0,"R",38,"A",,"A",,"R",22,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",38,"R",0,"R",38,"A",,"A",,"R",22
483799, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",5,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",10,"R",0,"R",10,"A",,"A",,"R",9
483814, 4,"R",55,"Z",0,"R",55,"A",,"A",,"R",39,"R",22,"Z",0,"R",22,"A",,"A",,"R",20,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",80,"R",0,"R",80,"A",,"A",,"R",61
483823, 4,"R",245,"R",1,"R",244,"A",,"A",,"R",138,"R",24,"R",0,"R",24,"A",,"A",,"R",12,"R",252,"R",0,"R",252,"A",,"A",,"R",154,"R",521,"R",1,"R",520,"A",,"A",,"R",304
483841, 4,"R",59,"Z",0,"R",59,"A",,"A",,"R",57,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",164,"Z",0,"R",164,"A",,"A",,"R",143,"R",223,"R",0,"R",223,"A",,"A",,"R",200
483850, 4,"R",8,"Z",0,"R",8,"A",,"A",,"R",8,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",13,"Z",0,"R",13,"A",,"A",,"R",5,"R",21,"R",0,"R",21,"A",,"A",,"R",13
483869, 4,"R",51,"Z",0,"R",51,"A",,"A",,"R",38,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",53,"Z",0,"R",53,"A",,"A",,"R",53,"R",104,"R",0,"R",104,"A",,"A",,"R",91
483878, 4,"R",37,"Z",0,"R",37,"A",,"A",,"R",32,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",8,"Z",0,"R",8,"A",,"A",,"R",0,"R",46,"R",0,"R",46,"A",,"A",,"R",33
483887, 4,"R",10,"Z",0,"R",10,"A",,"A",,"R",6,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",16,"R",0,"R",16,"A",,"A",,"R",11
483896, 4,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",4,"Z",0,"R",4,"A",,"A",,"R",4,"R",4,"R",0,"R",4,"A",,"A",,"R",4
483911, 4,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",8,"Z",0,"R",8,"A",,"A",,"R",6,"R",9,"R",0,"R",9,"A",,"A",,"R",6
483920, 4,"R",47,"Z",0,"R",47,"A",,"A",,"R",45,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",48,"R",0,"R",48,"A",,"A",,"R",46
483939, 4,"R",16,"Z",0,"R",16,"A",,"A",,"R",2,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",17,"R",0,"R",17,"A",,"A",,"R",2
483948, 4,"R",14,"Z",0,"R",14,"A",,"A",,"R",10,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",8,"Z",0,"R",8,"A",,"A",,"R",2,"R",22,"R",0,"R",22,"A",,"A",,"R",12
483957, 4,"R",30,"Z",0,"R",30,"A",,"A",,"R",20,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",31,"R",0,"R",31,"A",,"A",,"R",21
484002, 4,"R",143,"Z",0,"R",143,"A",,"A",,"R",101,"R",15,"Z",0,"R",15,"A",,"A",,"R",9,"R",8,"Z",0,"R",8,"A",,"A",,"R",8,"R",166,"R",0,"R",166,"A",,"A",,"R",118
484011, 4,"R",33,"Z",0,"R",33,"A",,"A",,"R",27,"R",11,"Z",0,"R",11,"A",,"A",,"R",10,"R",15,"Z",0,"R",15,"A",,"A",,"R",11,"R",59,"R",0,"R",59,"A",,"A",,"R",48
484020, 4,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",14,"Z",0,"R",14,"A",,"A",,"R",12,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",14,"R",0,"R",14,"A",,"A",,"R",12
484039, 4,"R",4,"Z",0,"R",4,"A",,"A",,"Z",0,"R",0,"Z",0,"R",0,"A",,"A",,"Z",0,"R",1,"Z",0,"R",1,"A",,"A",,"Z",0,"R",5,"R",0,"R",5,"A",,"A",,"R",0
484048, 4,"R",10,"Z",0,"R",10,"A",,"A",,"R",9,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",10,"R",0,"R",10,"A",,"A",,"R",9
484057, 4,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",90,"Z",0,"R",90,"A",,"A",,"R",79,"R",92,"R",0,"R",92,"A",,"A",,"R",81
484066, 4,"R",113,"Z",0,"R",113,"A",,"A",,"R",90,"R",5,"Z",0,"R",5,"A",,"A",,"R",4,"R",7,"Z",0,"R",7,"A",,"A",,"R",7,"R",125,"R",0,"R",125,"A",,"A",,"R",101
484075, 4,"R",16,"Z",0,"R",16,"A",,"A",,"R",6,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",17,"R",0,"R",17,"A",,"A",,"R",6
484084, 4,"R",23,"Z",0,"R",23,"A",,"A",,"R",8,"R",4,"Z",0,"R",4,"A",,"A",,"R",1,"R",14,"Z",0,"R",14,"A",,"A",,"R",6,"R",41,"R",0,"R",41,"A",,"A",,"R",15
484093, 4,"R",9,"Z",0,"R",9,"A",,"A",,"R",6,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",12,"R",0,"R",12,"A",,"A",,"R",9
484109, 4,"R",10,"Z",0,"R",10,"A",,"A",,"R",8,"R",11,"Z",0,"R",11,"A",,"A",,"R",10,"R",5,"Z",0,"R",5,"A",,"A",,"R",3,"R",26,"R",0,"R",26,"A",,"A",,"R",21
484127, 4,"R",22,"Z",0,"R",22,"A",,"A",,"R",14,"R",10,"Z",0,"R",10,"A",,"A",,"R",10,"R",15,"Z",0,"R",15,"A",,"A",,"R",10,"R",47,"R",0,"R",47,"A",,"A",,"R",34
484136, 4,"R",24,"Z",0,"R",24,"A",,"A",,"R",8,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",11,"Z",0,"R",11,"A",,"A",,"R",6,"R",35,"R",0,"R",35,"A",,"A",,"R",14
484163, 4,"R",31,"R",3,"R",28,"A",,"A",,"R",27,"R",7,"R",2,"R",5,"A",,"A",,"R",3,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",38,"R",5,"R",33,"A",,"A",,"R",30
484172, 4,"R",36,"Z",0,"R",36,"A",,"A",,"R",35,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",36,"R",0,"R",36,"A",,"A",,"R",35
484190, 4,"R",12,"Z",0,"R",12,"A",,"A",,"R",8,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",12,"R",0,"R",12,"A",,"A",,"R",8
484206, 4,"R",8,"Z",0,"R",8,"A",,"A",,"R",7,"R",4,"Z",0,"R",4,"A",,"A",,"R",4,"R",6,"Z",0,"R",6,"A",,"A",,"R",4,"R",18,"R",0,"R",18,"A",,"A",,"R",15
484321, 4,"R",28,"Z",0,"R",28,"A",,"A",,"R",18,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",12,"Z",0,"R",12,"A",,"A",,"R",8,"R",40,"R",0,"R",40,"A",,"A",,"R",26
484330, 4,"R",30,"Z",0,"R",30,"A",,"A",,"R",13,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",13,"Z",0,"R",13,"A",,"A",,"R",13,"R",43,"R",0,"R",43,"A",,"A",,"R",26
484349, 4,"R",45,"Z",0,"R",45,"A",,"A",,"R",24,"R",8,"Z",0,"R",8,"A",,"A",,"R",5,"R",16,"Z",0,"R",16,"A",,"A",,"R",12,"R",69,"R",0,"R",69,"A",,"A",,"R",41
484358, 4,"R",102,"Z",0,"R",102,"A",,"A",,"R",76,"R",5,"Z",0,"R",5,"A",,"A",,"R",3,"R",39,"Z",0,"R",39,"A",,"A",,"R",32,"R",146,"R",0,"R",146,"A",,"A",,"R",111
484367, 4,"R",220,"Z",0,"R",220,"A",,"A",,"R",75,"R",15,"Z",0,"R",15,"A",,"A",,"R",9,"R",39,"Z",0,"R",39,"A",,"A",,"R",10,"R",274,"R",0,"R",274,"A",,"A",,"R",94
484376, 4,"R",240,"Z",0,"R",240,"A",,"A",,"R",88,"R",25,"Z",0,"R",25,"A",,"A",,"R",8,"R",26,"Z",0,"R",26,"A",,"A",,"R",9,"R",291,"R",0,"R",291,"A",,"A",,"R",105
484385, 4,"R",203,"Z",0,"R",203,"A",,"A",,"R",146,"R",12,"Z",0,"R",12,"A",,"A",,"R",12,"R",69,"Z",0,"R",69,"A",,"A",,"R",47,"R",284,"R",0,"R",284,"A",,"A",,"R",205
484394, 4,"R",18,"Z",0,"R",18,"A",,"A",,"R",8,"R",18,"Z",0,"R",18,"A",,"A",,"R",14,"R",13,"Z",0,"R",13,"A",,"A",,"R",9,"R",49,"R",0,"R",49,"A",,"A",,"R",31
484604, 4,"R",239,"Z",0,"R",239,"A",,"A",,"R",152,"R",28,"Z",0,"R",28,"A",,"A",,"R",25,"R",34,"Z",0,"R",34,"A",,"A",,"R",25,"R",301,"R",0,"R",301,"A",,"A",,"R",202
484613, 1,"R",12013,"R",17,"R",11996,"R",739,"R",1057,"R",1796,"R",381,"R",2,"R",379,"R",48,"R",60,"R",108,"R",5285,"R",10,"R",5275,"R",333,"R",472,"R",805,"R",17679,"R",29,"R",17650,"R",1120,"R",1589,"R",2709
484613, 2,"R",3522,"R",5,"R",3517,"R",348,"R",20,"R",368,"R",76,"R",1,"R",75,"R",12,"R",0,"R",12,"R",2233,"R",5,"R",2228,"R",237,"R",8,"R",245,"R",5831,"R",11,"R",5820,"R",597,"R",28,"R",625
484613, 3,"R",8491,"R",12,"R",8479,"R",391,"R",1037,"R",1428,"R",305,"R",1,"R",304,"R",36,"R",60,"R",96,"R",3052,"R",5,"R",3047,"R",96,"R",464,"R",560,"R",11848,"R",18,"R",11830,"R",523,"R",1561,"R",2084
484631, 1,"R",286,"R",0,"R",286,"R",63,"R",1,"R",64,"R",15,"R",0,"R",15,"R",3,"R",0,"R",3,"R",96,"R",0,"R",96,"R",22,"R",0,"R",22,"R",397,"R",0,"R",397,"R",88,"R",1,"R",89
484631, 2,"R",286,"Z",0,"R",286,"R",63,"R",1,"R",64,"R",15,"Z",0,"R",15,"R",3,"R",0,"R",3,"R",96,"Z",0,"R",96,"R",22,"R",0,"R",22,"R",397,"R",0,"R",397,"R",88,"R",1,"R",89
484640, 1,"R",17,"R",0,"R",17,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",23,"R",0,"R",23,"R",6,"R",0,"R",6
484640, 2,"R",17,"Z",0,"R",17,"R",6,"R",0,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",0,"R",0,"R",0,"R",23,"R",0,"R",23,"R",6,"R",0,"R",6
484668, 1,"R",55,"R",0,"R",55,"R",13,"R",0,"R",13,"R",3,"R",0,"R",3,"R",2,"R",0,"R",2,"R",9,"R",0,"R",9,"R",4,"R",0,"R",4,"R",67,"R",0,"R",67,"R",19,"R",0,"R",19
484668, 2,"R",55,"Z",0,"R",55,"R",13,"R",0,"R",13,"R",3,"Z",0,"R",3,"R",2,"R",0,"R",2,"R",9,"Z",0,"R",9,"R",4,"R",0,"R",4,"R",67,"R",0,"R",67,"R",19,"R",0,"R",19
484677, 1,"R",69,"R",1,"R",68,"R",8,"R",0,"R",8,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",78,"R",1,"R",77,"R",8,"R",0,"R",8
484677, 2,"R",69,"R",1,"R",68,"R",8,"R",0,"R",8,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",78,"R",1,"R",77,"R",8,"R",0,"R",8
484695, 1,"R",27,"R",0,"R",27,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",32,"R",0,"R",32,"R",4,"R",0,"R",4
484695, 2,"R",25,"Z",0,"R",25,"R",3,"R",0,"R",3,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",4,"Z",0,"R",4,"R",0,"R",0,"R",0,"R",30,"R",0,"R",30,"R",4,"R",0,"R",4
484695, 3,"R",2,"Z",0,"R",2,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
484710, 1,"R",34,"R",0,"R",34,"R",5,"R",0,"R",5,"R",5,"R",0,"R",5,"R",2,"R",0,"R",2,"R",19,"R",0,"R",19,"R",6,"R",0,"R",6,"R",58,"R",0,"R",58,"R",13,"R",0,"R",13
484710, 2,"R",34,"Z",0,"R",34,"R",5,"R",0,"R",5,"R",5,"Z",0,"R",5,"R",2,"R",0,"R",2,"R",19,"Z",0,"R",19,"R",6,"R",0,"R",6,"R",58,"R",0,"R",58,"R",13,"R",0,"R",13
484729, 1,"R",25,"R",0,"R",25,"R",3,"R",1,"R",4,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",1,"R",0,"R",1,"R",33,"R",0,"R",33,"R",4,"R",1,"R",5
484729, 2,"R",25,"Z",0,"R",25,"R",3,"R",1,"R",4,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",1,"R",0,"R",1,"R",33,"R",0,"R",33,"R",4,"R",1,"R",5
484747, 1,"R",69,"R",0,"R",69,"R",7,"R",0,"R",7,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",2,"R",0,"R",2,"R",78,"R",0,"R",78,"R",9,"R",0,"R",9
484747, 2,"R",69,"Z",0,"R",69,"R",7,"R",0,"R",7,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",2,"R",0,"R",2,"R",78,"R",0,"R",78,"R",9,"R",0,"R",9
484756, 1,"R",92,"R",0,"R",92,"R",14,"R",0,"R",14,"R",8,"R",0,"R",8,"R",3,"R",0,"R",3,"R",24,"R",0,"R",24,"R",6,"R",0,"R",6,"R",124,"R",0,"R",124,"R",23,"R",0,"R",23
484756, 2,"R",92,"Z",0,"R",92,"R",14,"R",0,"R",14,"R",8,"Z",0,"R",8,"R",3,"R",0,"R",3,"R",24,"Z",0,"R",24,"R",6,"R",0,"R",6,"R",124,"R",0,"R",124,"R",23,"R",0,"R",23
484765, 1,"R",13,"R",0,"R",13,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",15,"R",0,"R",15,"R",3,"R",0,"R",3
484765, 2,"R",13,"Z",0,"R",13,"R",3,"R",0,"R",3,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",15,"R",0,"R",15,"R",3,"R",0,"R",3
484783, 1,"R",24,"R",0,"R",24,"R",2,"R",1,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",27,"R",0,"R",27,"R",2,"R",1,"R",3
484783, 2,"R",24,"Z",0,"R",24,"R",2,"R",1,"R",3,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"R",27,"R",0,"R",27,"R",2,"R",1,"R",3
484826, 4,"R",16,"Z",0,"R",16,"A",,"A",,"R",10,"R",10,"Z",0,"R",10,"A",,"A",,"R",8,"R",22,"Z",0,"R",22,"A",,"A",,"R",13,"R",48,"R",0,"R",48,"A",,"A",,"R",31
484835, 1,"R",54,"R",0,"R",54,"R",3,"R",21,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",55,"R",0,"R",55,"R",3,"R",21,"R",24
484835, 2,"R",15,"Z",0,"R",15,"R",3,"R",0,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",15,"R",0,"R",15,"R",3,"R",0,"R",3
484835, 3,"R",39,"Z",0,"R",39,"Z",0,"R",21,"R",21,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"R",0,"R",40,"R",0,"R",40,"R",0,"R",21,"R",21
484871, 1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22,"R",0,"R",22,"R",15,"R",0,"R",15,"R",22,"R",0,"R",22,"R",15,"R",0,"R",15
484871, 2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",22,"Z",0,"R",22,"R",15,"R",0,"R",15,"R",22,"R",0,"R",22,"R",15,"R",0,"R",15
484899, 4,"R",72,"Z",0,"R",72,"A",,"A",,"R",57,"R",23,"Z",0,"R",23,"A",,"A",,"R",20,"R",44,"Z",0,"R",44,"A",,"A",,"R",31,"R",139,"R",0,"R",139,"A",,"A",,"R",108
484905, 1,"R",70,"R",0,"R",70,"R",12,"R",0,"R",12,"R",7,"R",0,"R",7,"R",1,"R",0,"R",1,"R",45,"R",0,"R",45,"R",8,"R",0,"R",8,"R",122,"R",0,"R",122,"R",21,"R",0,"R",21
484905, 2,"R",70,"Z",0,"R",70,"R",12,"R",0,"R",12,"R",7,"Z",0,"R",7,"R",1,"R",0,"R",1,"R",45,"Z",0,"R",45,"R",8,"R",0,"R",8,"R",122,"R",0,"R",122,"R",21,"R",0,"R",21
484923, 4,"R",23,"Z",0,"R",23,"A",,"A",,"R",22,"R",5,"Z",0,"R",5,"A",,"A",,"R",5,"R",7,"Z",0,"R",7,"A",,"A",,"R",7,"R",35,"R",0,"R",35,"A",,"A",,"R",34
484932, 4,"R",201,"Z",0,"R",201,"A",,"A",,"R",37,"R",50,"Z",0,"R",50,"A",,"A",,"R",32,"R",97,"Z",0,"R",97,"A",,"A",,"R",41,"R",348,"R",0,"R",348,"A",,"A",,"R",110
484950, 4,"R",42,"Z",0,"R",42,"A",,"A",,"R",24,"R",10,"Z",0,"R",10,"A",,"A",,"R",7,"R",19,"Z",0,"R",19,"A",,"A",,"R",7,"R",71,"R",0,"R",71,"A",,"A",,"R",38
484996, 4,"R",50,"Z",0,"R",50,"A",,"A",,"R",40,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",2,"Z",0,"R",2,"A",,"A",,"R",0,"R",52,"R",0,"R",52,"A",,"A",,"R",40
485014, 4,"R",75,"Z",0,"R",75,"A",,"A",,"R",34,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",4,"Z",0,"R",4,"A",,"A",,"R",1,"R",81,"R",0,"R",81,"A",,"A",,"R",37
485032, 4,"R",24,"Z",0,"R",24,"A",,"A",,"R",12,"R",4,"Z",0,"R",4,"A",,"A",,"R",3,"R",2,"Z",0,"R",2,"A",,"A",,"R",1,"R",30,"R",0,"R",30,"A",,"A",,"R",16
485111, 1,"R",948,"R",0,"R",948,"R",0,"R",232,"R",232,"R",88,"R",0,"R",88,"R",0,"R",19,"R",19,"R",425,"R",0,"R",425,"R",0,"R",151,"R",151,"R",1461,"R",0,"R",1461,"R",0,"R",402,"R",402
485111, 3,"R",948,"Z",0,"R",948,"Z",0,"R",232,"R",232,"R",88,"Z",0,"R",88,"Z",0,"R",19,"R",19,"R",425,"Z",0,"R",425,"Z",0,"R",151,"R",151,"R",1461,"R",0,"R",1461,"R",0,"R",402,"R",402
485120, 4,"R",72,"Z",0,"R",72,"A",,"A",,"R",70,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",75,"R",0,"R",75,"A",,"A",,"R",73
485139, 4,"R",138,"Z",0,"R",138,"A",,"A",,"R",55,"R",43,"Z",0,"R",43,"A",,"A",,"R",24,"R",11,"Z",0,"R",11,"A",,"A",,"R",2,"R",192,"R",0,"R",192,"A",,"A",,"R",81
485166, 4,"R",17,"Z",0,"R",17,"A",,"A",,"R",16,"R",6,"Z",0,"R",6,"A",,"A",,"R",4,"R",8,"Z",0,"R",8,"A",,"A",,"R",2,"R",31,"R",0,"R",31,"A",,"A",,"R",22
485236, 4,"R",5,"Z",0,"R",5,"A",,"A",,"R",5,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",4,"Z",0,"R",4,"A",,"A",,"R",4,"R",10,"R",0,"R",10,"A",,"A",,"R",10
485263, 1,"R",272,"R",2,"R",270,"R",13,"R",87,"R",100,"R",28,"R",0,"R",28,"R",3,"R",7,"R",10,"R",129,"R",1,"R",128,"R",15,"R",39,"R",54,"R",429,"R",3,"R",426,"R",31,"R",133,"R",164
485263, 2,"R",48,"R",2,"R",46,"R",13,"R",0,"R",13,"R",11,"R",0,"R",11,"R",3,"R",0,"R",3,"R",24,"R",0,"R",24,"R",15,"R",0,"R",15,"R",83,"R",2,"R",81,"R",31,"R",0,"R",31
485263, 3,"R",224,"R",0,"R",224,"Z",0,"R",87,"R",87,"R",17,"R",0,"R",17,"Z",0,"R",7,"R",7,"R",105,"R",1,"R",104,"Z",0,"R",39,"R",39,"R",346,"R",1,"R",345,"R",0,"R",133,"R",133
485306, 4,"R",20,"Z",0,"R",20,"A",,"A",,"R",18,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",14,"Z",0,"R",14,"A",,"A",,"R",0,"R",35,"R",0,"R",35,"A",,"A",,"R",18
485342, 4,"R",16,"Z",0,"R",16,"A",,"A",,"R",13,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",25,"Z",0,"R",25,"A",,"A",,"R",18,"R",41,"R",0,"R",41,"A",,"A",,"R",31
485360, 4,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",1,"R",0,"R",1,"A",,"A",,"R",1
485379, 4,"R",41,"Z",0,"R",41,"A",,"A",,"R",31,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",16,"Z",0,"R",16,"A",,"A",,"R",16,"R",59,"R",0,"R",59,"A",,"A",,"R",49
485388, 4,"R",81,"Z",0,"R",81,"A",,"A",,"R",57,"R",1,"Z",0,"R",1,"A",,"A",,"R",0,"R",17,"Z",0,"R",17,"A",,"A",,"R",16,"R",99,"R",0,"R",99,"A",,"A",,"R",73
485397, 4,"R",42,"Z",0,"R",42,"A",,"A",,"R",17,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",44,"R",0,"R",44,"A",,"A",,"R",19
485412, 4,"R",12,"Z",0,"R",12,"A",,"A",,"R",10,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",6,"Z",0,"R",6,"A",,"A",,"R",6,"R",18,"R",0,"R",18,"A",,"A",,"R",16
485458, 4,"R",76,"Z",0,"R",76,"A",,"A",,"R",27,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",44,"Z",0,"R",44,"A",,"A",,"R",21,"R",120,"R",0,"R",120,"A",,"A",,"R",48
485476, 4,"R",23,"Z",0,"R",23,"A",,"A",,"R",14,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",27,"R",0,"R",27,"A",,"A",,"R",18
485485, 4,"R",60,"Z",0,"R",60,"A",,"A",,"R",33,"R",3,"Z",0,"R",3,"A",,"A",,"R",1,"R",26,"Z",0,"R",26,"A",,"A",,"R",26,"R",89,"R",0,"R",89,"A",,"A",,"R",60
485494, 4,"R",46,"Z",0,"R",46,"A",,"A",,"R",46,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",8,"Z",0,"R",8,"A",,"A",,"R",4,"R",57,"R",0,"R",57,"A",,"A",,"R",53
485500, 4,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",2,"R",0,"R",2,"A",,"A",,"R",2
485564, 4,"R",81,"R",0,"R",81,"A",,"A",,"R",70,"R",9,"R",0,"R",9,"A",,"A",,"R",3,"R",20,"R",1,"R",19,"A",,"A",,"R",0,"R",110,"R",1,"R",109,"A",,"A",,"R",73
485573, 4,"R",46,"Z",0,"R",46,"A",,"A",,"R",44,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",49,"R",0,"R",49,"A",,"A",,"R",47
485582, 4,"R",53,"Z",0,"R",53,"A",,"A",,"R",38,"R",21,"Z",0,"R",21,"A",,"A",,"R",21,"R",103,"Z",0,"R",103,"A",,"A",,"R",97,"R",177,"R",0,"R",177,"A",,"A",,"R",156
485591, 4,"R",30,"Z",0,"R",30,"A",,"A",,"R",6,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",30,"R",0,"R",30,"A",,"A",,"R",6
485607, 4,"R",20,"Z",0,"R",20,"A",,"A",,"R",11,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",22,"R",0,"R",22,"A",,"A",,"R",13
485698, 1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16,"R",1,"R",15,"R",6,"R",4,"R",10,"R",16,"R",1,"R",15,"R",6,"R",4,"R",10
